Ville,Lien,Allocataires CAF,Bénéficiaires du RSA, - bénéficiaires du RSA majoré, - bénéficiaires du RSA socle,Bénéficiaires de l'aide au logement, - bénéficiaires de l'APL (aide personnalisée au logement), - bénéficiaires de l'ALF (allocation de logement à caractère familial), - bénéficiaires de l'ALS (allocation de logement à caractère social), - bénéficiaires de l'Allocation pour une location immobilière, - bénéficiaires de l'Allocation pour un achat immobilier,Bénéficiaires des allocations familiales, - bénéficiaires du complément familial, - bénéficiaires de l'allocation de soutien familial, - bénéficiaires de l'allocation de rentrée scolaire,Médecins généralistes,Masseurs-kinésithérapeutes,Dentistes,Infirmiers,Spécialistes ORL,Ophtalmologistes,Dermatologues,Sage-femmes,Pédiatres,Gynécologues,Pharmacies,Urgences,Ambulances,Etablissements de santé de court séjour,Etablissements de santé de moyen séjour,Etablissements de santé de long séjour,Etablissement d'accueil du jeune enfant,Maisons de retraite,Etablissements pour enfants handicapés,Etablissements pour adultes handicapés,Bénéficiaires de la PAJE, - bénéficiaires de l'allocation de base, - bénéficiaires du complément mode de garde pour une assistante maternelle, - bénéficiaires du complément de libre choix d'activité (CLCA ou COLCA), - bénéficiaires de la prime naissance ou adoption,nbre allocataires (2009),nbre allocataires (2010),nbre allocataires (2011),nbre allocataires (2012),nbre allocataires (2013),nbre allocataires (2014),nbre allocataires (2015),nbre allocataires (2016),nbre allocataires (2017),nbre allocataires (2018),nbre allocataires (2019),nbre allocataires (2020),nbre RSA (2009),nbre RSA (2010),nbre RSA (2011),nbre RSA (2012),nbre RSA (2013),nbre RSA (2014),nbre RSA (2015),nbre RSA (2016),nbre RSA (2017),nbre RSA (2018),nbre RSA (2019),nbre RSA (2020),nbre APL (2009),nbre APL (2010),nbre APL (2011),nbre APL (2012),nbre APL (2013),nbre APL (2014),nbre APL (2015),nbre APL (2016),nbre APL (2017),nbre APL (2018),nbre APL (2019),nbre APL (2020),nbre Alloc Familiales (2009),nbre Alloc Familiales (2010),nbre Alloc Familiales (2011),nbre Alloc Familiales (2012),nbre Alloc Familiales (2013),nbre Alloc Familiales (2014),nbre Alloc Familiales (2015),nbre Alloc Familiales (2016),nbre Alloc Familiales (2017),nbre Alloc Familiales (2018),nbre Alloc Familiales (2019),nbre Alloc Familiales (2020)
Léchelle (77171),https://www.journaldunet.com/management/ville/lechelle/ville-77246/sante-social,84.0,6.0,nc,nc,14.0,nc,8.0,nc,6.0,8.0,52.0,20.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,7.0,5.0,nc,67.0,67.0,64.0,70.0,69.0,77.0,72.0,79.0,77.0,77.0,81.0,84.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0,6.0,18.0,14.0,13.0,20.0,15.0,14.0,11.0,9.0,14.0,14.0,12.0,14.0,44.0,42.0,38.0,44.0,44.0,49.0,48.0,46.0,51.0,53.0,53.0,52.0
Montdauphin (77320),https://www.journaldunet.com/management/ville/montdauphin/ville-77303/sante-social,28.0,nc,nc,nc,12.0,nc,5.0,nc,5.0,5.0,12.0,8.0,nc,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,nc,nc,nc,nc,23.0,22.0,28.0,22.0,24.0,23.0,26.0,26.0,28.0,28.0,30.0,28.0,,,,,,,,,,,,,7.0,6.0,11.0,8.0,7.0,8.0,10.0,8.0,9.0,9.0,10.0,12.0,12.0,15.0,17.0,17.0,18.0,15.0,14.0,12.0,16.0,19.0,19.0,12.0
La Madeleine-sur-Loing (77570),https://www.journaldunet.com/management/ville/la-madeleine-sur-loing/ville-77267/sante-social,47.0,5.0,nc,nc,7.0,nc,nc,nc,nc,nc,23.0,nc,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,nc,5.0,nc,nc,34.0,32.0,35.0,43.0,42.0,47.0,41.0,41.0,43.0,43.0,47.0,47.0,,,,,,,,,,,,,,5.0,,5.0,6.0,5.0,,6.0,6.0,6.0,6.0,7.0,22.0,22.0,25.0,26.0,30.0,32.0,30.0,27.0,29.0,26.0,26.0,23.0
Louan-Villegruis-Fontaine (77560),https://www.journaldunet.com/management/ville/louan-villegruis-fontaine/ville-77262/sante-social,64.0,5.0,nc,nc,11.0,7.0,6.0,nc,5.0,8.0,37.0,8.0,nc,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,6.0,9.0,nc,58.0,52.0,51.0,56.0,62.0,60.0,55.0,58.0,59.0,59.0,56.0,64.0,,,,,,,,,,,,,8.0,9.0,9.0,9.0,12.0,11.0,11.0,13.0,8.0,8.0,13.0,11.0,42.0,38.0,39.0,41.0,41.0,39.0,39.0,36.0,38.0,37.0,37.0,37.0
Mortcerf (77163),https://www.journaldunet.com/management/ville/mortcerf/ville-77318/sante-social,224.0,9.0,nc,nc,64.0,nc,nc,52.0,66.0,5.0,94.0,8.0,9.0,33.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,25.0,27.0,5.0,nc,219.0,214.0,215.0,212.0,222.0,221.0,210.0,219.0,210.0,216.0,209.0,224.0,11.0,8.0,9.0,7.0,7.0,10.0,6.0,,,,8.0,9.0,83.0,69.0,75.0,75.0,75.0,76.0,74.0,78.0,67.0,70.0,71.0,64.0,114.0,120.0,111.0,108.0,121.0,122.0,115.0,113.0,106.0,99.0,99.0,94.0
Mons-en-Montois (77520),https://www.journaldunet.com/management/ville/mons-en-montois/ville-77298/sante-social,63.0,5.0,nc,nc,8.0,nc,nc,nc,5.0,6.0,30.0,6.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,nc,7.0,6.0,nc,50.0,54.0,47.0,48.0,46.0,50.0,51.0,55.0,51.0,52.0,54.0,63.0,,,,,,,,,,,,,14.0,18.0,12.0,14.0,15.0,14.0,9.0,11.0,6.0,6.0,6.0,8.0,37.0,40.0,34.0,33.0,31.0,32.0,30.0,32.0,32.0,30.0,30.0,30.0
Limoges-Fourches (77550),https://www.journaldunet.com/management/ville/limoges-fourches/ville-77252/sante-social,85.0,5.0,nc,nc,10.0,nc,nc,nc,nc,nc,54.0,6.0,nc,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,11.0,11.0,5.0,nc,61.0,62.0,67.0,61.0,58.0,60.0,56.0,66.0,67.0,67.0,76.0,85.0,,,,,,,,,,,,,7.0,8.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,9.0,7.0,10.0,49.0,51.0,48.0,47.0,45.0,48.0,45.0,46.0,51.0,51.0,51.0,54.0
Magny-le-Hongre (77700),https://www.journaldunet.com/management/ville/magny-le-hongre/ville-77268/sante-social,1865.0,71.0,6.0,65.0,445.0,253.0,88.0,104.0,417.0,28.0,918.0,120.0,63.0,292.0,9.0,7.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,219.0,152.0,91.0,23.0,7.0,944.0,1062.0,1225.0,1317.0,1361.0,1426.0,1466.0,1621.0,1616.0,1642.0,1692.0,1865.0,48.0,51.0,59.0,70.0,95.0,101.0,101.0,57.0,60.0,60.0,66.0,71.0,302.0,318.0,435.0,472.0,446.0,445.0,480.0,432.0,421.0,439.0,433.0,445.0,575.0,673.0,734.0,794.0,856.0,900.0,938.0,927.0,942.0,924.0,924.0,918.0
Grandpuits-Bailly-Carrois (77720),https://www.journaldunet.com/management/ville/grandpuits-bailly-carrois/ville-77211/sante-social,164.0,17.0,nc,nc,16.0,5.0,8.0,6.0,8.0,8.0,82.0,20.0,6.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,30.0,18.0,5.0,nc,119.0,119.0,125.0,128.0,122.0,122.0,125.0,124.0,143.0,144.0,143.0,164.0,8.0,7.0,14.0,18.0,13.0,16.0,15.0,13.0,14.0,14.0,19.0,17.0,27.0,29.0,25.0,27.0,28.0,23.0,19.0,21.0,19.0,19.0,20.0,16.0,77.0,81.0,82.0,83.0,89.0,83.0,82.0,71.0,78.0,79.0,79.0,82.0
Marchémoret (77230),https://www.journaldunet.com/management/ville/marchemoret/ville-77273/sante-social,84.0,nc,nc,nc,11.0,nc,10.0,nc,10.0,5.0,59.0,11.0,nc,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,6.0,5.0,nc,81.0,82.0,85.0,79.0,80.0,78.0,74.0,80.0,85.0,86.0,79.0,84.0,,,,,,,,,,,,,23.0,25.0,22.0,16.0,16.0,17.0,14.0,13.0,15.0,15.0,13.0,11.0,62.0,70.0,68.0,69.0,69.0,64.0,62.0,63.0,63.0,62.0,62.0,59.0
Jablines (77450),https://www.journaldunet.com/management/ville/jablines/ville-77234/sante-social,102.0,6.0,nc,nc,9.0,nc,8.0,6.0,nc,nc,61.0,8.0,nc,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,11.0,6.0,nc,80.0,79.0,76.0,86.0,86.0,81.0,74.0,74.0,82.0,83.0,88.0,102.0,,,,,,6.0,,,6.0,6.0,6.0,6.0,,8.0,5.0,7.0,5.0,7.0,5.0,11.0,10.0,10.0,14.0,9.0,69.0,66.0,60.0,66.0,70.0,65.0,61.0,57.0,60.0,59.0,59.0,61.0
Perthes (77930),https://www.journaldunet.com/management/ville/perthes/ville-77359/sante-social,253.0,18.0,nc,nc,33.0,8.0,10.0,15.0,28.0,5.0,144.0,13.0,8.0,43.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,30.0,23.0,5.0,nc,250.0,254.0,235.0,231.0,217.0,218.0,212.0,228.0,225.0,229.0,231.0,253.0,17.0,20.0,18.0,22.0,21.0,22.0,20.0,13.0,12.0,15.0,16.0,18.0,51.0,55.0,44.0,44.0,36.0,37.0,40.0,33.0,34.0,34.0,35.0,33.0,165.0,162.0,154.0,150.0,148.0,149.0,144.0,154.0,147.0,145.0,145.0,144.0
Neufmoutiers-en-Brie (77610),https://www.journaldunet.com/management/ville/neufmoutiers-en-brie/ville-77336/sante-social,175.0,7.0,nc,nc,19.0,nc,10.0,9.0,14.0,5.0,99.0,5.0,nc,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,43.0,31.0,27.0,6.0,nc,153.0,139.0,131.0,115.0,108.0,102.0,106.0,127.0,142.0,142.0,144.0,175.0,6.0,7.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,27.0,24.0,25.0,18.0,17.0,18.0,19.0,18.0,24.0,23.0,20.0,19.0,104.0,98.0,92.0,82.0,78.0,75.0,82.0,88.0,91.0,91.0,91.0,99.0
Noyen-sur-Seine (77114),https://www.journaldunet.com/management/ville/noyen-sur-seine/ville-77341/sante-social,52.0,6.0,nc,nc,11.0,nc,5.0,nc,5.0,6.0,25.0,6.0,nc,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,10.0,6.0,nc,37.0,41.0,41.0,43.0,44.0,48.0,46.0,46.0,48.0,48.0,48.0,52.0,5.0,8.0,8.0,6.0,7.0,10.0,9.0,6.0,7.0,7.0,5.0,6.0,6.0,8.0,7.0,7.0,6.0,9.0,12.0,11.0,11.0,11.0,13.0,11.0,26.0,28.0,26.0,24.0,25.0,25.0,25.0,24.0,25.0,26.0,26.0,25.0
Poligny (77167),https://www.journaldunet.com/management/ville/poligny/ville-77370/sante-social,101.0,8.0,nc,nc,14.0,nc,8.0,nc,7.0,8.0,50.0,7.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,14.0,6.0,nc,89.0,77.0,85.0,83.0,87.0,88.0,95.0,95.0,89.0,89.0,97.0,101.0,11.0,5.0,11.0,10.0,13.0,12.0,18.0,9.0,8.0,9.0,12.0,8.0,19.0,16.0,16.0,18.0,16.0,18.0,21.0,21.0,14.0,14.0,15.0,14.0,49.0,50.0,47.0,44.0,43.0,45.0,50.0,48.0,47.0,49.0,49.0,50.0
Ormesson (77167),https://www.journaldunet.com/management/ville/ormesson/ville-77348/sante-social,23.0,nc,nc,nc,,,,,,,10.0,nc,nc,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,nc,nc,nc,nc,32.0,28.0,25.0,25.0,25.0,21.0,20.0,22.0,19.0,18.0,21.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,24.0,23.0,19.0,,19.0,14.0,13.0,10.0,9.0,9.0,9.0,10.0
Précy-sur-Marne (77410),https://www.journaldunet.com/management/ville/precy-sur-marne/ville-77376/sante-social,137.0,14.0,nc,nc,27.0,nc,16.0,14.0,25.0,5.0,78.0,11.0,7.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,14.0,7.0,nc,111.0,121.0,135.0,128.0,127.0,123.0,127.0,129.0,134.0,134.0,141.0,137.0,13.0,11.0,17.0,15.0,15.0,20.0,20.0,16.0,14.0,14.0,13.0,14.0,19.0,22.0,29.0,25.0,28.0,25.0,27.0,29.0,33.0,32.0,30.0,27.0,79.0,80.0,81.0,82.0,84.0,81.0,81.0,77.0,78.0,78.0,78.0,78.0
Moussy-le-Vieux (77230),https://www.journaldunet.com/management/ville/moussy-le-vieux/ville-77323/sante-social,238.0,19.0,5.0,14.0,50.0,28.0,14.0,8.0,41.0,9.0,137.0,25.0,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.0,22.0,10.0,nc,122.0,112.0,103.0,132.0,135.0,162.0,195.0,225.0,226.0,228.0,234.0,238.0,8.0,6.0,11.0,17.0,14.0,17.0,19.0,10.0,13.0,13.0,19.0,19.0,20.0,24.0,20.0,32.0,29.0,46.0,51.0,57.0,60.0,62.0,61.0,50.0,85.0,76.0,71.0,75.0,85.0,100.0,119.0,138.0,138.0,137.0,137.0,137.0
Moisenay (77950),https://www.journaldunet.com/management/ville/moisenay/ville-77295/sante-social,167.0,7.0,nc,nc,10.0,nc,10.0,nc,5.0,5.0,109.0,9.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,31.0,23.0,8.0,nc,127.0,141.0,137.0,144.0,154.0,163.0,158.0,163.0,157.0,158.0,160.0,167.0,10.0,11.0,6.0,10.0,11.0,13.0,14.0,7.0,,,7.0,7.0,9.0,10.0,13.0,12.0,20.0,21.0,15.0,14.0,10.0,10.0,10.0,10.0,94.0,100.0,101.0,109.0,109.0,115.0,115.0,113.0,108.0,110.0,110.0,109.0
Montmachoux (77940),https://www.journaldunet.com/management/ville/montmachoux/ville-77313/sante-social,20.0,nc,nc,nc,,,,,,,12.0,nc,nc,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,17.0,13.0,18.0,20.0,21.0,15.0,18.0,21.0,25.0,25.0,23.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,15.0,,,15.0,16.0,15.0,15.0,12.0
Marolles-sur-Seine (77130),https://www.journaldunet.com/management/ville/marolles-sur-seine/ville-77279/sante-social,256.0,25.0,nc,nc,48.0,20.0,16.0,12.0,24.0,24.0,161.0,43.0,11.0,90.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,33.0,8.0,nc,197.0,192.0,206.0,215.0,228.0,227.0,228.0,243.0,240.0,239.0,254.0,256.0,15.0,23.0,28.0,36.0,35.0,36.0,37.0,25.0,25.0,25.0,25.0,25.0,54.0,52.0,62.0,63.0,70.0,71.0,72.0,73.0,56.0,56.0,64.0,48.0,132.0,128.0,137.0,144.0,156.0,154.0,159.0,159.0,162.0,164.0,164.0,161.0
Lescherolles (77320),https://www.journaldunet.com/management/ville/lescherolles/ville-77247/sante-social,62.0,7.0,nc,nc,,,,,,,34.0,7.0,nc,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,6.0,6.0,nc,61.0,54.0,49.0,58.0,54.0,52.0,50.0,58.0,58.0,59.0,61.0,62.0,,,,5.0,10.0,8.0,6.0,7.0,,,9.0,7.0,,,,,,,,,,,,,45.0,42.0,41.0,40.0,37.0,38.0,36.0,35.0,33.0,36.0,36.0,34.0
Meaux (77100),https://www.journaldunet.com/management/ville/meaux/ville-77284/sante-social,14013.0,2394.0,412.0,1982.0,6996.0,4978.0,996.0,1022.0,6699.0,297.0,4955.0,1327.0,1124.0,3901.0,62.0,56.0,33.0,42.0,3.0,9.0,1.0,7.0,5.0,5.0,16.0,1.0,7.0,1.0,2.0,1.0,12.0,4.0,2.0,4.0,2300.0,2177.0,378.0,146.0,58.0,10937.0,11121.0,11350.0,11565.0,11823.0,11770.0,11773.0,12534.0,12764.0,12958.0,13165.0,14013.0,2556.0,2679.0,2851.0,2978.0,3200.0,3267.0,3386.0,2482.0,2427.0,2451.0,2416.0,2394.0,6609.0,6702.0,6798.0,6825.0,6923.0,6770.0,6740.0,6814.0,7005.0,7137.0,7102.0,6996.0,4249.0,4351.0,4470.0,4574.0,4681.0,4667.0,4781.0,4855.0,4847.0,4952.0,4952.0,4955.0
Pamfou (77830),https://www.journaldunet.com/management/ville/pamfou/ville-77354/sante-social,143.0,6.0,nc,nc,8.0,5.0,13.0,9.0,5.0,5.0,95.0,12.0,nc,32.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,12.0,7.0,nc,127.0,137.0,133.0,141.0,138.0,138.0,135.0,134.0,130.0,128.0,124.0,143.0,6.0,12.0,11.0,9.0,9.0,10.0,9.0,,6.0,6.0,,,20.0,24.0,22.0,29.0,21.0,21.0,25.0,21.0,16.0,16.0,10.0,8.0,99.0,98.0,97.0,97.0,98.0,96.0,98.0,97.0,101.0,96.0,96.0,95.0
Monthyon (77122),https://www.journaldunet.com/management/ville/monthyon/ville-77309/sante-social,259.0,6.0,5.0,11.0,41.0,15.0,21.0,5.0,24.0,17.0,154.0,32.0,12.0,66.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,58.0,38.0,7.0,nc,220.0,218.0,220.0,219.0,232.0,225.0,219.0,229.0,233.0,233.0,246.0,259.0,22.0,18.0,25.0,25.0,28.0,24.0,28.0,15.0,15.0,16.0,11.0,6.0,50.0,47.0,46.0,43.0,51.0,44.0,41.0,37.0,42.0,44.0,50.0,41.0,153.0,159.0,152.0,147.0,154.0,149.0,136.0,134.0,143.0,151.0,151.0,154.0
Nanteau-sur-Lunain (77710),https://www.journaldunet.com/management/ville/nanteau-sur-lunain/ville-77329/sante-social,80.0,7.0,nc,nc,18.0,nc,9.0,9.0,nc,nc,36.0,nc,nc,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,11.0,6.0,nc,64.0,67.0,66.0,61.0,58.0,56.0,62.0,73.0,64.0,64.0,70.0,80.0,6.0,6.0,9.0,10.0,8.0,5.0,6.0,7.0,,,,,15.0,13.0,14.0,16.0,15.0,12.0,13.0,16.0,16.0,16.0,16.0,18.0,35.0,39.0,38.0,35.0,30.0,29.0,30.0,30.0,28.0,31.0,31.0,36.0
Quiers (77720),https://www.journaldunet.com/management/ville/quiers/ville-77381/sante-social,92.0,6.0,nc,nc,,,,,,,50.0,7.0,nc,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,13.0,5.0,nc,83.0,88.0,88.0,84.0,90.0,84.0,84.0,91.0,83.0,83.0,77.0,92.0,,,,,6.0,,5.0,5.0,5.0,5.0,5.0,6.0,,,,,,,,,,,,,74.0,77.0,67.0,59.0,61.0,66.0,63.0,59.0,57.0,58.0,58.0,50.0
Mortery (77160),https://www.journaldunet.com/management/ville/mortery/ville-77319/sante-social,20.0,5.0,nc,nc,6.0,nc,nc,nc,nc,nc,10.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,24.0,20.0,17.0,14.0,14.0,13.0,18.0,18.0,18.0,19.0,20.0,,,,,,,,,,,,,8.0,7.0,6.0,7.0,,,,,,,6.0,,22.0,18.0,15.0,11.0,9.0,8.0,,11.0,10.0,12.0,12.0,10.0
Lizy-sur-Ourcq (77440),https://www.journaldunet.com/management/ville/lizy-sur-ourcq/ville-77257/sante-social,905.0,158.0,34.0,124.0,471.0,321.0,82.0,68.0,460.0,11.0,337.0,83.0,86.0,284.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,141.0,131.0,40.0,11.0,7.0,685.0,705.0,733.0,732.0,756.0,764.0,767.0,818.0,834.0,840.0,848.0,905.0,115.0,139.0,150.0,159.0,180.0,184.0,199.0,159.0,154.0,150.0,144.0,158.0,398.0,402.0,440.0,437.0,476.0,466.0,457.0,475.0,481.0,487.0,467.0,471.0,315.0,312.0,342.0,339.0,353.0,363.0,356.0,356.0,344.0,348.0,348.0,337.0
Recloses (77760),https://www.journaldunet.com/management/ville/recloses/ville-77386/sante-social,73.0,6.0,nc,nc,11.0,nc,9.0,5.0,10.0,5.0,40.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,13.0,nc,nc,81.0,87.0,95.0,93.0,85.0,83.0,84.0,69.0,69.0,70.0,71.0,73.0,7.0,7.0,10.0,8.0,7.0,12.0,12.0,6.0,6.0,7.0,8.0,6.0,12.0,12.0,16.0,15.0,9.0,11.0,16.0,8.0,9.0,10.0,7.0,11.0,59.0,59.0,64.0,64.0,54.0,53.0,52.0,44.0,41.0,40.0,40.0,40.0
Méry-sur-Marne (77730),https://www.journaldunet.com/management/ville/mery-sur-marne/ville-77290/sante-social,100.0,8.0,nc,nc,14.0,5.0,7.0,5.0,7.0,7.0,53.0,12.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,6.0,9.0,nc,93.0,91.0,82.0,77.0,78.0,74.0,77.0,87.0,90.0,92.0,87.0,100.0,14.0,13.0,10.0,8.0,9.0,11.0,13.0,10.0,7.0,8.0,12.0,8.0,17.0,12.0,11.0,10.0,16.0,14.0,13.0,12.0,12.0,13.0,11.0,14.0,58.0,57.0,52.0,49.0,49.0,49.0,53.0,52.0,54.0,51.0,51.0,53.0
Montenils (77320),https://www.journaldunet.com/management/ville/montenils/ville-77304/sante-social,5.0,nc,nc,nc,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Germain-Laxis (77950),https://www.journaldunet.com/management/ville/saint-germain-laxis/ville-77410/sante-social,100.0,8.0,nc,nc,8.0,nc,7.0,nc,5.0,7.0,58.0,5.0,nc,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,12.0,6.0,nc,61.0,56.0,69.0,71.0,79.0,79.0,76.0,94.0,98.0,99.0,94.0,100.0,,,,8.0,6.0,7.0,6.0,6.0,9.0,9.0,7.0,8.0,10.0,12.0,12.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,9.0,8.0,48.0,44.0,52.0,48.0,55.0,57.0,55.0,66.0,67.0,62.0,62.0,58.0
Obsonville (77890),https://www.journaldunet.com/management/ville/obsonville/ville-77342/sante-social,20.0,nc,nc,nc,,,,,,,7.0,nc,nc,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7.0,7.0,8.0,7.0,9.0,9.0,9.0,12.0,16.0,14.0,17.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,8.0,8.0,7.0
Noisiel (77186),https://www.journaldunet.com/management/ville/noisiel/ville-77337/sante-social,3588.0,410.0,39.0,371.0,1835.0,1507.0,149.0,179.0,1777.0,58.0,1314.0,346.0,213.0,895.0,11.0,8.0,6.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,530.0,478.0,71.0,33.0,19.0,2866.0,2974.0,2984.0,2966.0,3036.0,3017.0,3009.0,3246.0,3237.0,3311.0,3455.0,3588.0,482.0,519.0,492.0,510.0,549.0,595.0,647.0,479.0,421.0,439.0,435.0,410.0,1579.0,1605.0,1651.0,1647.0,1676.0,1654.0,1647.0,1684.0,1692.0,1744.0,1874.0,1835.0,1257.0,1287.0,1298.0,1291.0,1304.0,1312.0,1323.0,1336.0,1335.0,1348.0,1348.0,1314.0
