Ville,Lien,Population,Densité de population,Nombre de ménages,Habitants par ménage,Nombre de familles,Naissances,Décès,Solde naturel,Hommes,Femmes,Moins de 15 ans,15 - 29 ans,30 - 44 ans,45 - 59 ans,60 - 74 ans,75 ans et plus,Familles monoparentales,Couples sans enfant,Couples avec enfant,Familles sans enfant,Familles avec un enfant,Familles avec deux enfants,Familles avec trois enfants,Familles avec quatre enfants ou plus,Personnes célibataires,Personnes mariées,Personnes divorcées,Personnes veuves,Personnes en concubinage,Personnes pacsées,Population étrangère,Hommes étrangers,Femmes étrangères,Moins de 15 ans étrangers,15-24 ans étrangers,25-54 ans étrangers,55 ans et plus étrangers,Population immigrée,Hommes immigrés,Femmes immigrées,Moins de 15 ans immigrés,15-24 ans immigrés,25-54 ans immigrés,55 ans et plus immigrés,nbre habitants (2006),nbre habitants (2007),nbre habitants (2008),nbre habitants (2009),nbre habitants (2010),nbre habitants (2011),nbre habitants (2012),nbre habitants (2013),nbre habitants (2014),nbre habitants (2015),nbre habitants (2016),nbre habitants (2017),nbre habitants (2018),nbre naissances (1999),nbre naissances (2000),nbre naissances (2001),nbre naissances (2002),nbre naissances (2003),nbre naissances (2004),nbre naissances (2005),nbre naissances (2006),nbre naissances (2007),nbre naissances (2008),nbre naissances (2009),nbre naissances (2010),nbre naissances (2011),nbre naissances (2012),nbre naissances (2013),nbre naissances (2014),nbre naissances (2015),nbre naissances (2016),nbre naissances (2017),nbre naissances (2018),nbre naissances (2019),nbre deces (1999),nbre deces (2000),nbre deces (2001),nbre deces (2002),nbre deces (2003),nbre deces (2004),nbre deces (2005),nbre deces (2006),nbre deces (2007),nbre deces (2008),nbre deces (2009),nbre deces (2010),nbre deces (2011),nbre deces (2012),nbre deces (2013),nbre deces (2014),nbre deces (2015),nbre deces (2016),nbre deces (2017),nbre deces (2018),nbre deces (2019),nbre étrangers (2006),nbre étrangers (2007),nbre étrangers (2008),nbre étrangers (2009),nbre étrangers (2010),nbre étrangers (2011),nbre étrangers (2012),nbre étrangers (2013),nbre étrangers (2014),nbre étrangers (2015),nbre étrangers (2016),nbre étrangers (2017),nbre étrangers (2018),nbre immigrés (2006),nbre immigrés (2007),nbre immigrés (2008),nbre immigrés (2009),nbre immigrés (2010),nbre immigrés (2011),nbre immigrés (2012),nbre immigrés (2013),nbre immigrés (2014),nbre immigrés (2015),nbre immigrés (2016),nbre immigrés (2017),nbre immigrés (2018)
Champdeuil (77390),https://www.journaldunet.com/management/ville/champdeuil/ville-77081/demographie,727.0,183.0,265.0,2.7,225.0,8.0,0.0,8.0,367.0,360.0,184.0,84.0,183.0,143.0,99.0,33.0,45.0,75.0,105.0,100.0,40.0,70.0,10.0,5.0,100.0,263.0,23.0,22.0,77.0,58.0,24.0,10.0,14.0,2.0,2.0,10.0,10.0,46.0,22.0,24.0,0.0,3.0,20.0,23.0,654.0,653.0,653.0,644.0,638.0,662.0,687.0,712.0,725.0,725.0,726.0,726.0,727.0,13.0,13.0,5.0,6.0,11.0,8.0,8.0,10.0,11.0,11.0,7.0,14.0,13.0,14.0,16.0,11.0,9.0,10.0,7.0,15.0,8.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,4.0,4.0,5.0,0.0,23.0,23.0,23.0,23.0,23.0,29.0,31.0,31.0,31.0,31.0,24.0,24.0,24.0,30.0,30.0,30.0,30.0,30.0,48.0,50.0,51.0,51.0,51.0,46.0,46.0,46.0
Gravon (77118),https://www.journaldunet.com/management/ville/gravon/ville-77212/demographie,164.0,22.0,75.0,2.2,50.0,1.0,0.0,1.0,82.0,82.0,24.0,18.0,24.0,43.0,34.0,20.0,5.0,30.0,15.0,30.0,5.0,15.0,0.0,0.0,25.0,65.0,14.0,8.0,27.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,2.0,0.0,0.0,3.0,4.0,133.0,136.0,137.0,138.0,142.0,145.0,149.0,149.0,148.0,154.0,159.0,165.0,164.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0
Giremoutiers (77120),https://www.journaldunet.com/management/ville/giremoutiers/ville-77206/demographie,179.0,30.0,65.0,2.8,55.0,1.0,1.0,0.0,83.0,96.0,37.0,27.0,34.0,38.0,31.0,12.0,5.0,20.0,30.0,20.0,10.0,5.0,15.0,5.0,32.0,73.0,7.0,7.0,7.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,2.0,6.0,129.0,132.0,135.0,144.0,146.0,146.0,147.0,147.0,147.0,155.0,165.0,172.0,179.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0
Bréau (77720),https://www.journaldunet.com/management/ville/breau/ville-77052/demographie,336.0,249.0,127.0,2.6,102.0,4.0,2.0,2.0,161.0,175.0,68.0,58.0,61.0,86.0,53.0,7.0,15.0,34.0,54.0,44.0,29.0,19.0,5.0,5.0,58.0,128.0,13.0,10.0,38.0,21.0,11.0,8.0,3.0,0.0,2.0,6.0,3.0,18.0,11.0,7.0,0.0,0.0,8.0,10.0,354.0,352.0,355.0,358.0,351.0,346.0,340.0,335.0,329.0,325.0,318.0,327.0,336.0,6.0,4.0,4.0,7.0,4.0,3.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,6.0,4.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,4.0,2.0,5.0,16.0,16.0,16.0,16.0,16.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,5.0,21.0,21.0,21.0,21.0,21.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Garentreville (77890),https://www.journaldunet.com/management/ville/garentreville/ville-77200/demographie,116.0,18.0,45.0,2.6,35.0,1.0,1.0,0.0,61.0,55.0,23.0,18.0,25.0,26.0,17.0,6.0,0.0,15.0,20.0,20.0,5.0,10.0,0.0,0.0,16.0,45.0,1.0,4.0,23.0,4.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,96.0,99.0,101.0,101.0,101.0,103.0,104.0,106.0,109.0,110.0,112.0,114.0,116.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
Crèvecœur-en-Brie (77610),https://www.journaldunet.com/management/ville/crevecoeur-en-brie/ville-77144/demographie,417.0,45.0,136.0,3.1,122.0,3.0,1.0,2.0,214.0,203.0,107.0,64.0,102.0,82.0,45.0,17.0,5.0,39.0,78.0,44.0,29.0,34.0,15.0,0.0,65.0,157.0,8.0,3.0,46.0,31.0,14.0,7.0,7.0,0.0,0.0,6.0,8.0,29.0,14.0,15.0,0.0,1.0,17.0,11.0,312.0,308.0,303.0,299.0,301.0,303.0,332.0,361.0,390.0,392.0,394.0,406.0,417.0,8.0,4.0,5.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,8.0,3.0,1.0,7.0,6.0,6.0,7.0,6.0,8.0,8.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,17.0,13.0,13.0,13.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,14.0,14.0,20.0,21.0,21.0,21.0,21.0,21.0,17.0,19.0,20.0,20.0,20.0,29.0,29.0
Chenou (77570),https://www.journaldunet.com/management/ville/chenou/ville-77110/demographie,320.0,23.0,136.0,2.4,94.0,3.0,3.0,0.0,164.0,156.0,56.0,38.0,48.0,63.0,88.0,24.0,0.0,58.0,37.0,68.0,16.0,5.0,5.0,0.0,46.0,151.0,15.0,10.0,23.0,19.0,5.0,2.0,3.0,0.0,0.0,4.0,1.0,13.0,4.0,9.0,0.0,0.0,7.0,6.0,284.0,282.0,289.0,295.0,302.0,313.0,316.0,314.0,311.0,309.0,315.0,327.0,320.0,2.0,1.0,6.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,8.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,13.0
Cély (77930),https://www.journaldunet.com/management/ville/cely/ville-77065/demographie,1210.0,195.0,474.0,2.6,362.0,16.0,6.0,10.0,608.0,602.0,193.0,193.0,183.0,319.0,235.0,83.0,39.0,156.0,166.0,171.0,78.0,83.0,29.0,0.0,219.0,545.0,42.0,37.0,92.0,81.0,47.0,24.0,23.0,5.0,3.0,18.0,21.0,82.0,37.0,45.0,2.0,3.0,33.0,44.0,1089.0,1121.0,1150.0,1180.0,1198.0,1226.0,1205.0,1180.0,1156.0,1152.0,1152.0,1183.0,1210.0,10.0,13.0,8.0,9.0,11.0,9.0,11.0,14.0,9.0,11.0,8.0,11.0,7.0,11.0,8.0,7.0,12.0,12.0,8.0,13.0,16.0,9.0,4.0,4.0,4.0,7.0,5.0,4.0,8.0,11.0,8.0,4.0,11.0,5.0,6.0,3.0,6.0,14.0,5.0,9.0,7.0,6.0,25.0,39.0,40.0,40.0,40.0,40.0,24.0,24.0,24.0,24.0,24.0,45.0,47.0,55.0,69.0,72.0,73.0,73.0,77.0,73.0,69.0,69.0,69.0,69.0,80.0,82.0
Chauconin-Neufmontiers (77124),https://www.journaldunet.com/management/ville/chauconin-neufmontiers/ville-77335/demographie,3422.0,197.0,861.0,4.0,725.0,34.0,7.0,27.0,2142.0,1280.0,689.0,859.0,992.0,514.0,274.0,92.0,73.0,184.0,469.0,203.0,208.0,242.0,63.0,10.0,889.0,1019.0,119.0,61.0,460.0,186.0,301.0,232.0,69.0,35.0,37.0,201.0,28.0,442.0,337.0,105.0,10.0,54.0,314.0,64.0,2487.0,2560.0,2634.0,2707.0,2720.0,2754.0,2833.0,2911.0,2990.0,3017.0,3157.0,3289.0,3422.0,16.0,19.0,17.0,25.0,19.0,28.0,16.0,34.0,18.0,27.0,31.0,28.0,20.0,24.0,26.0,24.0,33.0,32.0,42.0,41.0,34.0,5.0,7.0,6.0,6.0,6.0,8.0,7.0,5.0,12.0,10.0,7.0,13.0,8.0,6.0,12.0,3.0,13.0,11.0,11.0,8.0,7.0,217.0,227.0,239.0,252.0,252.0,252.0,255.0,262.0,268.0,268.0,272.0,290.0,301.0,266.0,220.0,230.0,239.0,239.0,241.0,333.0,343.0,352.0,352.0,362.0,422.0,442.0
Gurcy-le-Châtel (77520),https://www.journaldunet.com/management/ville/gurcy-le-chatel/ville-77223/demographie,568.0,45.0,218.0,2.6,179.0,7.0,5.0,2.0,280.0,288.0,120.0,101.0,116.0,120.0,78.0,27.0,15.0,77.0,86.0,77.0,50.0,38.0,13.0,0.0,89.0,210.0,24.0,27.0,75.0,24.0,12.0,4.0,8.0,2.0,2.0,7.0,1.0,22.0,8.0,14.0,0.0,1.0,15.0,6.0,487.0,514.0,535.0,550.0,566.0,581.0,575.0,574.0,574.0,575.0,576.0,573.0,568.0,8.0,3.0,5.0,5.0,11.0,11.0,5.0,8.0,4.0,8.0,8.0,10.0,8.0,12.0,6.0,3.0,3.0,5.0,7.0,6.0,7.0,2.0,1.0,7.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,0.0,3.0,5.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,22.0,22.0,22.0,22.0,22.0
Courpalay (77540),https://www.journaldunet.com/management/ville/courpalay/ville-77135/demographie,1305.0,90.0,501.0,2.6,378.0,18.0,3.0,15.0,646.0,659.0,240.0,246.0,258.0,312.0,188.0,56.0,25.0,140.0,213.0,185.0,50.0,111.0,19.0,13.0,254.0,524.0,59.0,48.0,113.0,67.0,42.0,23.0,19.0,6.0,0.0,21.0,15.0,56.0,31.0,25.0,1.0,0.0,28.0,27.0,1360.0,1374.0,1387.0,1391.0,1402.0,1413.0,1425.0,1449.0,1453.0,1409.0,1366.0,1323.0,1305.0,21.0,13.0,23.0,23.0,17.0,18.0,16.0,21.0,22.0,22.0,13.0,24.0,23.0,15.0,14.0,23.0,20.0,20.0,24.0,19.0,18.0,5.0,5.0,5.0,5.0,4.0,8.0,6.0,4.0,4.0,3.0,11.0,6.0,10.0,7.0,5.0,12.0,6.0,6.0,10.0,5.0,3.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,45.0,42.0,42.0,42.0,61.0,61.0,61.0,61.0,74.0,74.0,74.0,74.0,76.0,61.0,58.0,57.0,56.0
Chalmaison (77650),https://www.journaldunet.com/management/ville/chalmaison/ville-77076/demographie,754.0,75.0,284.0,2.7,224.0,4.0,4.0,0.0,380.0,374.0,128.0,129.0,119.0,194.0,127.0,48.0,20.0,105.0,100.0,120.0,45.0,40.0,20.0,0.0,147.0,333.0,29.0,26.0,50.0,41.0,23.0,11.0,12.0,2.0,0.0,11.0,10.0,52.0,23.0,29.0,0.0,1.0,33.0,18.0,690.0,687.0,704.0,720.0,736.0,745.0,754.0,754.0,754.0,755.0,753.0,752.0,754.0,7.0,4.0,9.0,8.0,5.0,5.0,7.0,14.0,5.0,5.0,9.0,8.0,9.0,8.0,8.0,9.0,5.0,5.0,8.0,6.0,4.0,5.0,4.0,3.0,1.0,5.0,3.0,6.0,2.0,2.0,4.0,1.0,3.0,6.0,1.0,3.0,6.0,5.0,2.0,6.0,2.0,4.0,28.0,28.0,36.0,37.0,37.0,37.0,37.0,22.0,22.0,22.0,22.0,22.0,23.0,42.0,42.0,52.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,52.0
Fleury-en-Bière (77930),https://www.journaldunet.com/management/ville/fleury-en-biere/ville-77185/demographie,652.0,47.0,252.0,2.6,202.0,3.0,7.0,-4.0,334.0,318.0,111.0,99.0,92.0,194.0,113.0,35.0,25.0,81.0,96.0,86.0,55.0,45.0,15.0,0.0,111.0,295.0,19.0,25.0,60.0,30.0,38.0,18.0,20.0,1.0,4.0,17.0,16.0,53.0,23.0,30.0,1.0,2.0,25.0,25.0,614.0,623.0,631.0,640.0,640.0,639.0,646.0,653.0,660.0,661.0,661.0,656.0,652.0,4.0,5.0,9.0,8.0,12.0,7.0,12.0,4.0,4.0,4.0,10.0,7.0,6.0,7.0,4.0,8.0,5.0,3.0,8.0,9.0,3.0,3.0,3.0,9.0,5.0,6.0,3.0,6.0,4.0,3.0,4.0,3.0,1.0,8.0,3.0,1.0,3.0,8.0,4.0,5.0,6.0,7.0,36.0,46.0,46.0,46.0,46.0,46.0,50.0,50.0,50.0,50.0,50.0,38.0,38.0,49.0,57.0,57.0,57.0,57.0,57.0,61.0,61.0,61.0,61.0,61.0,53.0,53.0
Faÿ-lès-Nemours (77167),https://www.journaldunet.com/management/ville/fay-les-nemours/ville-77178/demographie,491.0,63.0,193.0,2.5,154.0,3.0,4.0,-1.0,248.0,243.0,104.0,60.0,87.0,104.0,106.0,29.0,20.0,79.0,55.0,84.0,20.0,35.0,10.0,5.0,73.0,198.0,17.0,13.0,63.0,22.0,31.0,20.0,11.0,2.0,0.0,16.0,13.0,38.0,25.0,13.0,2.0,0.0,20.0,16.0,443.0,451.0,459.0,467.0,478.0,486.0,482.0,479.0,475.0,483.0,483.0,487.0,491.0,4.0,4.0,3.0,2.0,1.0,2.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,8.0,4.0,2.0,9.0,3.0,2.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,0.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,18.0,20.0,20.0,20.0,20.0,20.0,29.0,29.0,29.0,29.0,29.0,31.0,31.0,27.0,27.0,27.0,27.0,27.0,27.0,33.0,33.0,33.0,33.0,33.0,38.0,38.0
Douy-la-Ramée (77139),https://www.journaldunet.com/management/ville/douy-la-ramee/ville-77163/demographie,347.0,44.0,117.0,3.0,101.0,10.0,0.0,10.0,178.0,169.0,91.0,65.0,84.0,61.0,35.0,9.0,11.0,21.0,69.0,21.0,32.0,48.0,0.0,0.0,59.0,110.0,6.0,12.0,48.0,21.0,11.0,7.0,4.0,0.0,0.0,5.0,6.0,17.0,13.0,4.0,1.0,0.0,8.0,8.0,276.0,282.0,282.0,279.0,290.0,301.0,312.0,320.0,320.0,322.0,323.0,325.0,347.0,4.0,3.0,7.0,5.0,2.0,2.0,11.0,4.0,7.0,6.0,4.0,5.0,4.0,3.0,6.0,3.0,3.0,1.0,6.0,8.0,10.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0,0.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,17.0,17.0,17.0,17.0
Grisy-sur-Seine (77480),https://www.journaldunet.com/management/ville/grisy-sur-seine/ville-77218/demographie,110.0,17.0,50.0,2.2,35.0,1.0,0.0,1.0,49.0,61.0,19.0,21.0,21.0,28.0,14.0,6.0,10.0,10.0,15.0,10.0,10.0,10.0,5.0,0.0,36.0,34.0,4.0,5.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,102.0,103.0,103.0,100.0,98.0,100.0,103.0,105.0,107.0,106.0,107.0,109.0,110.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0
Ichy (77890),https://www.journaldunet.com/management/ville/ichy/ville-77230/demographie,163.0,21.0,69.0,2.4,49.0,1.0,2.0,-1.0,82.0,82.0,27.0,21.0,34.0,40.0,19.0,21.0,5.0,20.0,25.0,25.0,15.0,10.0,0.0,0.0,28.0,74.0,6.0,5.0,21.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,10.0,3.0,7.0,1.0,1.0,3.0,5.0,156.0,154.0,152.0,154.0,164.0,173.0,183.0,186.0,191.0,183.0,174.0,166.0,163.0,0.0,5.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0
Condé-Sainte-Libiaire (77450),https://www.journaldunet.com/management/ville/conde-sainte-libiaire/ville-77125/demographie,1425.0,663.0,560.0,2.5,425.0,11.0,10.0,1.0,720.0,705.0,267.0,191.0,269.0,344.0,260.0,85.0,55.0,175.0,195.0,215.0,90.0,80.0,25.0,15.0,271.0,580.0,55.0,69.0,88.0,95.0,47.0,20.0,27.0,0.0,0.0,28.0,19.0,85.0,40.0,45.0,2.0,3.0,45.0,35.0,1401.0,1410.0,1418.0,1410.0,1409.0,1416.0,1418.0,1420.0,1410.0,1405.0,1410.0,1417.0,1425.0,14.0,14.0,20.0,12.0,19.0,18.0,19.0,10.0,17.0,10.0,10.0,9.0,14.0,22.0,7.0,10.0,14.0,7.0,10.0,15.0,11.0,5.0,9.0,16.0,7.0,8.0,6.0,6.0,9.0,8.0,6.0,6.0,6.0,12.0,8.0,6.0,10.0,10.0,7.0,3.0,10.0,10.0,50.0,50.0,50.0,50.0,50.0,53.0,54.0,54.0,54.0,54.0,47.0,47.0,47.0,79.0,79.0,79.0,79.0,79.0,83.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0
Charmentray (77410),https://www.journaldunet.com/management/ville/charmentray/ville-77094/demographie,293.0,63.0,112.0,2.6,81.0,0.0,2.0,-2.0,150.0,143.0,71.0,51.0,71.0,58.0,36.0,5.0,0.0,25.0,56.0,30.0,20.0,20.0,5.0,5.0,61.0,120.0,5.0,3.0,23.0,10.0,6.0,4.0,2.0,0.0,0.0,2.0,4.0,12.0,6.0,6.0,3.0,0.0,5.0,4.0,255.0,258.0,256.0,257.0,261.0,266.0,270.0,260.0,257.0,268.0,278.0,289.0,293.0,2.0,6.0,1.0,2.0,2.0,6.0,5.0,4.0,0.0,0.0,3.0,6.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0
Étrépilly (77139),https://www.journaldunet.com/management/ville/etrepilly/ville-77173/demographie,864.0,66.0,330.0,2.6,262.0,8.0,5.0,3.0,427.0,437.0,185.0,147.0,185.0,213.0,115.0,18.0,21.0,105.0,136.0,110.0,52.0,68.0,16.0,16.0,164.0,317.0,23.0,20.0,101.0,53.0,29.0,15.0,14.0,2.0,1.0,12.0,14.0,57.0,28.0,29.0,4.0,0.0,27.0,26.0,824.0,817.0,834.0,842.0,850.0,848.0,851.0,858.0,869.0,880.0,883.0,889.0,864.0,12.0,14.0,9.0,11.0,16.0,11.0,11.0,15.0,11.0,22.0,14.0,19.0,13.0,16.0,13.0,13.0,10.0,11.0,13.0,5.0,8.0,0.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,2.0,2.0,1.0,4.0,5.0,5.0,4.0,6.0,5.0,2.0,4.0,5.0,5.0,30.0,30.0,47.0,47.0,47.0,47.0,47.0,31.0,31.0,31.0,31.0,31.0,29.0,45.0,45.0,50.0,50.0,50.0,50.0,50.0,47.0,47.0,47.0,47.0,47.0,57.0
Coutençon (77154),https://www.journaldunet.com/management/ville/coutencon/ville-77140/demographie,290.0,47.0,123.0,2.4,96.0,3.0,1.0,2.0,150.0,140.0,51.0,47.0,54.0,71.0,57.0,11.0,0.0,54.0,43.0,54.0,16.0,21.0,5.0,0.0,40.0,110.0,14.0,3.0,44.0,28.0,14.0,7.0,7.0,1.0,2.0,8.0,3.0,16.0,9.0,7.0,1.0,0.0,11.0,4.0,254.0,252.0,263.0,274.0,285.0,289.0,290.0,291.0,292.0,293.0,298.0,300.0,290.0,5.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,8.0,8.0,12.0,12.0,12.0,12.0,12.0,9.0,9.0,9.0,9.0,9.0,14.0,13.0,13.0,19.0,20.0,20.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,16.0
Égligny (77126),https://www.journaldunet.com/management/ville/egligny/ville-77167/demographie,327.0,20.0,140.0,2.3,104.0,1.0,2.0,-1.0,171.0,156.0,80.0,58.0,68.0,66.0,42.0,10.0,20.0,31.0,53.0,35.0,30.0,29.0,9.0,0.0,54.0,114.0,13.0,20.0,35.0,11.0,15.0,8.0,7.0,3.0,1.0,10.0,1.0,16.0,8.0,8.0,0.0,1.0,13.0,2.0,330.0,330.0,330.0,324.0,317.0,311.0,317.0,319.0,324.0,330.0,335.0,331.0,327.0,7.0,8.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,10.0,9.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,10.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,16.0,16.0
Cocherel (77440),https://www.journaldunet.com/management/ville/cocherel/ville-77120/demographie,630.0,76.0,221.0,2.9,191.0,9.0,4.0,5.0,311.0,319.0,147.0,115.0,131.0,144.0,67.0,24.0,40.0,65.0,86.0,81.0,40.0,35.0,30.0,5.0,129.0,224.0,22.0,19.0,66.0,22.0,14.0,10.0,4.0,1.0,0.0,7.0,6.0,21.0,11.0,10.0,1.0,0.0,10.0,10.0,559.0,570.0,578.0,587.0,592.0,614.0,621.0,631.0,641.0,640.0,639.0,635.0,630.0,6.0,9.0,6.0,8.0,9.0,11.0,13.0,10.0,6.0,5.0,11.0,9.0,12.0,7.0,8.0,8.0,8.0,6.0,5.0,3.0,9.0,2.0,2.0,4.0,4.0,8.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,21.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,25.0,22.0,22.0,22.0,22.0,22.0,19.0,19.0,19.0,19.0,19.0,21.0,21.0
