ville,lien,Région,Département,Etablissement public de coopération intercommunale (EPCI),Code postal (CP),Code Insee,Nom des habitants,Population (2018),Population : rang national (2018),Densité de population (2018),Taux de chômage (2018),Pavillon bleu,Ville d'art et d'histoire,Ville fleurie,Ville internet,Superficie (surface),Altitude min.,Altitude max.,Latitude,Longitude
Vernou-la-Celle-sur-Seine (77670),https://www.journaldunet.com/management/ville/vernou-la-celle-sur-seine/ville-77494,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77670,77494,"Vernoucellois, Vernoucelloises",2 662 hab.,n°4 138 ,119 hab/km²,"10,5 %",non,non,1 fleur(s),Aucune arobase,"22,4 km²",42 mètre(s),145 mètre(s),"48,4062","2,85382"
Villiers-en-Bière (77190),https://www.journaldunet.com/management/ville/villiers-en-biere/ville-77518,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77190,77518,"Villiers-en-Bièrois, Villiers-en-Bièroises",210 hab.,n°25 677 ,20 hab/km²,"6,0 %",non,non,1 fleur(s),Aucune arobase,"10,8 km²",60 mètre(s),92 mètre(s),"48,4954","2,60034"
Doue (77510),https://www.journaldunet.com/management/ville/doue/ville-77162,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77162,"Dovinsiens, Dovinsiennes",1 045 hab.,n°9 559 ,52 hab/km²,"6,5 %",non,non,Aucune fleur,Aucune arobase,"20,1 km²",110 mètre(s),182 mètre(s),"48,8742","3,16867"
La Ferté-sous-Jouarre (77260),https://www.journaldunet.com/management/ville/la-ferte-sous-jouarre/ville-77183,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77260,77183,"Fertois, Fertoises",9 586 hab.,n°1 073 ,953 hab/km²,"15,5 %",non,non,2 fleur(s),Aucune arobase,"10,1 km²",50 mètre(s),181 mètre(s),"48,954","3,12762"
Le Plessis-l'Évêque (77165),https://www.journaldunet.com/management/ville/le-plessis-l-eveque/ville-77366,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77165,77366,"Plessis-Episcopiens, Plessis-Episcopiennes",295 hab.,n°22 070 ,84 hab/km²,"7,5 %",non,non,Aucune fleur,Aucune arobase,"3,5 km²",96 mètre(s),130 mètre(s),"49,0072","2,79559"
Forges (77130),https://www.journaldunet.com/management/ville/forges/ville-77194,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77130,77194,nc,408 hab.,n°18 590 ,31 hab/km²,"12,6 %",non,non,Aucune fleur,Aucune arobase,"13,3 km²",97 mètre(s),123 mètre(s),"48,4219","2,94877"
Giremoutiers (77120),https://www.journaldunet.com/management/ville/giremoutiers/ville-77206,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77120,77206,nc,179 hab.,n°27 155 ,30 hab/km²,"5,1 %",non,non,Aucune fleur,Aucune arobase,"6,0 km²",120 mètre(s),154 mètre(s),"48,853","3,03326"
Crouy-sur-Ourcq (77840),https://www.journaldunet.com/management/ville/crouy-sur-ourcq/ville-77148,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77840,77148,"Crouyciens, Crouyciennes",1 869 hab.,n°5 712 ,96 hab/km²,"11,3 %",non,non,Aucune fleur,Aucune arobase,"19,4 km²",52 mètre(s),165 mètre(s),"49,0867","3,07965"
Chalifert (77144),https://www.journaldunet.com/management/ville/chalifert/ville-77075,Île-de-France,Seine-et-Marne,Communauté d'agglomération Marne et Gondoire,77144,77075,"Chaliferois, Chaliferoises",1 281 hab.,n°8 015 ,529 hab/km²,"11,7 %",non,non,Aucune fleur,Aucune arobase,"2,4 km²",39 mètre(s),120 mètre(s),"48,8953","2,77324"
Réau (77550),https://www.journaldunet.com/management/ville/reau/ville-77384,Île-de-France,Seine-et-Marne,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,77550,77384,"Réaltais, Réaltaises",1 855 hab.,n°5 746 ,139 hab/km²,"8,4 %",non,non,Aucune fleur,Aucune arobase,"13,3 km²",82 mètre(s),94 mètre(s),"48,6074","2,62399"
Saint-Fargeau-Ponthierry (77310),https://www.journaldunet.com/management/ville/saint-fargeau-ponthierry/ville-77407,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77310,77407,"Thierrypontains, Thierrypontaines",14 109 hab.,n°691 ,851 hab/km²,"9,7 %",non,non,2 fleur(s),3 arobase(s),"16,6 km²",37 mètre(s),86 mètre(s),"48,5391","2,525"
Coupvray (77700),https://www.journaldunet.com/management/ville/coupvray/ville-77132,Île-de-France,Seine-et-Marne,Communauté d'agglomération Val d'Europe Agglomération,77700,77132,"Cupressiens, Cupressiennes",2 860 hab.,n°3 862 ,354 hab/km²,"6,8 %",non,non,2 fleur(s),Aucune arobase,"8,1 km²",41 mètre(s),132 mètre(s),"48,8855","2,79349"
Moussy-le-Vieux (77230),https://www.journaldunet.com/management/ville/moussy-le-vieux/ville-77323,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77323,"Moussyssiens, Moussyssiennes",1 460 hab.,n°7 154 ,203 hab/km²,"8,5 %",non,non,Aucune fleur,Aucune arobase,"7,2 km²",81 mètre(s),131 mètre(s),"49,0479","2,62362"
Gesvres-le-Chapitre (77165),https://www.journaldunet.com/management/ville/gesvres-le-chapitre/ville-77205,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77165,77205,"Gesvrois, Gesvroises",149 hab.,n°28 693 ,35 hab/km²,"8,4 %",non,non,Aucune fleur,Aucune arobase,"4,2 km²",95 mètre(s),118 mètre(s),"49,0359","2,84317"
Argentières (77390),https://www.journaldunet.com/management/ville/argentieres/ville-77007,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77007,"Argentiers, Argentières",366 hab.,n°19 732 ,142 hab/km²,"3,6 %",non,non,Aucune fleur,Aucune arobase,"2,6 km²",73 mètre(s),107 mètre(s),"48,6521","2,87089"
Coutençon (77154),https://www.journaldunet.com/management/ville/coutencon/ville-77140,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77154,77140,"Coutençonnais, Coutençonnaises",290 hab.,n°22 248 ,47 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"6,2 km²",111 mètre(s),138 mètre(s),"48,4729","2,99728"
Croissy-Beaubourg (77183),https://www.journaldunet.com/management/ville/croissy-beaubourg/ville-77146,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77183,77146,"Croisséens, Croisséennes",2 007 hab.,n°5 372 ,173 hab/km²,"9,0 %",non,non,3 fleur(s),Aucune arobase,"11,6 km²",87 mètre(s),116 mètre(s),"48,8167","2,65548"
Ormesson (77167),https://www.journaldunet.com/management/ville/ormesson/ville-77348,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77167,77348,"Ormessonnais, Ormessonnaises",240 hab.,n°24 267 ,63 hab/km²,"13,8 %",non,non,Aucune fleur,Aucune arobase,"3,8 km²",70 mètre(s),119 mètre(s),"48,2436","2,6516"
Saint-Fiacre (77470),https://www.journaldunet.com/management/ville/saint-fiacre/ville-77408,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77470,77408,nc,403 hab.,n°18 727 ,147 hab/km²,"6,2 %",non,non,Aucune fleur,Aucune arobase,"2,8 km²",97 mètre(s),168 mètre(s),"48,9247","2,95384"
Montcourt-Fromonville (77140),https://www.journaldunet.com/management/ville/montcourt-fromonville/ville-77302,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77140,77302,"Moncourtois, Moncourtoises",1 970 hab.,n°5 458 ,241 hab/km²,"9,3 %",non,non,Aucune fleur,Aucune arobase,"8,2 km²",55 mètre(s),85 mètre(s),"48,2992","2,71238"
Buthiers (77760),https://www.journaldunet.com/management/ville/buthiers/ville-77060,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77760,77060,nc,726 hab.,n°12 653 ,37 hab/km²,"6,9 %",non,non,Aucune fleur,Aucune arobase,"19,7 km²",70 mètre(s),122 mètre(s),"48,2869","2,45367"
Léchelle (77171),https://www.journaldunet.com/management/ville/lechelle/ville-77246,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77171,77246,nc,592 hab.,n°14 768 ,27 hab/km²,"10,2 %",non,non,Aucune fleur,Aucune arobase,"22,1 km²",97 mètre(s),172 mètre(s),"48,572","3,38932"
Villiers-Saint-Georges (77560),https://www.journaldunet.com/management/ville/villiers-saint-georges/ville-77519,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77519,"Villersois, Villersoises",1 210 hab.,n°8 402 ,36 hab/km²,"11,0 %",non,non,Aucune fleur,Aucune arobase,"33,3 km²",140 mètre(s),191 mètre(s),"48,6517","3,40776"
Gressy (77410),https://www.journaldunet.com/management/ville/gressy/ville-77214,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77410,77214,Gressiaques,821 hab.,n°11 544 ,246 hab/km²,"6,3 %",non,non,3 fleur(s),Aucune arobase,"3,3 km²",51 mètre(s),72 mètre(s),"48,965","2,6644"
May-en-Multien (77145),https://www.journaldunet.com/management/ville/may-en-multien/ville-77283,Île-de-France,Seine-et-Marne,Communauté de communes du Pays de l'Ourcq,77145,77283,"Mahouyots, Mahouyottes",926 hab.,n°10 518 ,48 hab/km²,"12,0 %",non,non,Aucune fleur,Aucune arobase,"19,2 km²",52 mètre(s),149 mètre(s),"49,07","3,02519"
Villemer (77250),https://www.journaldunet.com/management/ville/villemer/ville-77506,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77250,77506,"Villemerois, Villemeroises",745 hab.,n°12 424 ,40 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"18,5 km²",53 mètre(s),106 mètre(s),"48,3037","2,82606"
Maisoncelles-en-Brie (77580),https://www.journaldunet.com/management/ville/maisoncelles-en-brie/ville-77270,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77580,77270,"Maisoncellois, Maisoncelloises",917 hab.,n°10 595 ,68 hab/km²,"6,1 %",non,non,Aucune fleur,Aucune arobase,"13,6 km²",119 mètre(s),157 mètre(s),"48,8589","2,99381"
Moussy-le-Neuf (77230),https://www.journaldunet.com/management/ville/moussy-le-neuf/ville-77322,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77322,"Moussignols, Moussignoles",3 108 hab.,n°3 564 ,210 hab/km²,"7,0 %",non,non,3 fleur(s),Aucune arobase,"14,8 km²",92 mètre(s),157 mètre(s),"49,0703","2,60754"
Limoges-Fourches (77550),https://www.journaldunet.com/management/ville/limoges-fourches/ville-77252,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77550,77252,"Limofuraciens, Limofuraciennes",508 hab.,n°16 390 ,64 hab/km²,"7,5 %",non,non,Aucune fleur,Aucune arobase,"8,0 km²",86 mètre(s),97 mètre(s),"48,6266","2,66952"
Noyen-sur-Seine (77114),https://www.journaldunet.com/management/ville/noyen-sur-seine/ville-77341,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77114,77341,"Noyennais, Noyennaises",378 hab.,n°19 387 ,31 hab/km²,"12,5 %",non,non,Aucune fleur,Aucune arobase,"12,2 km²",55 mètre(s),64 mètre(s),"48,4519","3,34227"
Villiers-sous-Grez (77760),https://www.journaldunet.com/management/ville/villiers-sous-grez/ville-77520,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77760,77520,"Villarons, Villaronnes",651 hab.,n°13 745 ,53 hab/km²,"8,1 %",non,non,Aucune fleur,Aucune arobase,"12,3 km²",65 mètre(s),133 mètre(s),"48,3144","2,63918"
Châtenay-sur-Seine (77126),https://www.journaldunet.com/management/ville/chatenay-sur-seine/ville-77101,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77126,77101,"Chatenaisiens, Chatenaisiennes",1 046 hab.,n°9 550 ,80 hab/km²,"12,4 %",non,non,Aucune fleur,Aucune arobase,"13,0 km²",49 mètre(s),118 mètre(s),"48,4199","3,09453"
Méry-sur-Marne (77730),https://www.journaldunet.com/management/ville/mery-sur-marne/ville-77290,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77730,77290,"Merycards, Merycardes",668 hab.,n°13 467 ,116 hab/km²,"9,7 %",non,non,Aucune fleur,Aucune arobase,"5,8 km²",52 mètre(s),196 mètre(s),"48,9758","3,20315"
Fontainebleau (77300),https://www.journaldunet.com/management/ville/fontainebleau/ville-77186,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Fontainebleau,77300,77186,"Bellifontains, Bellifontaines",15 407 hab.,n°629 ,90 hab/km²,"10,9 %",non,non,2 fleur(s),3 arobase(s),"172,1 km²",42 mètre(s),150 mètre(s),"48,4067","2,68031"
Chevry-Cossigny (77173),https://www.journaldunet.com/management/ville/chevry-cossigny/ville-77114,Île-de-France,Seine-et-Marne,Communauté de communes l'Orée de la Brie,77173,77114,"Chevriards, Chevriardes",3 939 hab.,n°2 812 ,235 hab/km²,"7,3 %",non,non,Aucune fleur,Aucune arobase,"16,8 km²",93 mètre(s),108 mètre(s),"48,7228","2,6768"
Villiers-sur-Seine (77114),https://www.journaldunet.com/management/ville/villiers-sur-seine/ville-77522,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77114,77522,"Villierots, Villierotes",299 hab.,n°21 956 ,26 hab/km²,"13,5 %",non,non,Aucune fleur,Aucune arobase,"11,4 km²",56 mètre(s),66 mètre(s),"48,4564","3,38302"
Saint-Sauveur-lès-Bray (77480),https://www.journaldunet.com/management/ville/saint-sauveur-les-bray/ville-77434,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77434,"Saint-Salvatoriens, Saint-Salvatoriennes",361 hab.,n°19 884 ,55 hab/km²,"8,5 %",non,non,Aucune fleur,Aucune arobase,"6,5 km²",50 mètre(s),58 mètre(s),"48,438","3,20463"
Saint-Mammès (77670),https://www.journaldunet.com/management/ville/saint-mammes/ville-77419,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77670,77419,"Mammesiens, Mammesiennes",3 376 hab.,n°3 273 ,1 507 hab/km²,"11,5 %",non,non,Aucune fleur,Aucune arobase,"2,2 km²",42 mètre(s),87 mètre(s),"48,3868","2,819"
Mareuil-lès-Meaux (77100),https://www.journaldunet.com/management/ville/mareuil-les-meaux/ville-77276,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77100,77276,"Mareuillois, Mareuilloises",3 155 hab.,n°3 519 ,440 hab/km²,"11,0 %",non,non,Aucune fleur,Aucune arobase,"7,2 km²",42 mètre(s),138 mètre(s),"48,9236","2,86976"
Lésigny (77150),https://www.journaldunet.com/management/ville/lesigny/ville-77249,Île-de-France,Seine-et-Marne,Communauté de communes les Portes Briardes Entre Villes et Forêts,77150,77249,"Lésigniens, Lésigniennes",7 157 hab.,n°1 474 ,707 hab/km²,"7,7 %",non,non,3 fleur(s),Aucune arobase,"10,1 km²",69 mètre(s),121 mètre(s),"48,7497","2,61584"
Coulommes (77580),https://www.journaldunet.com/management/ville/coulommes/ville-77130,Île-de-France,Seine-et-Marne,Communauté de communes Pays Créçois,77580,77130,"Coulommois, Coulommoises",459 hab.,n°17 417 ,125 hab/km²,"2,3 %",non,non,Aucune fleur,Aucune arobase,"3,7 km²",88 mètre(s),159 mètre(s),"48,8919","2,92943"
Dammartin-en-Goële (77230),https://www.journaldunet.com/management/ville/dammartin-en-goele/ville-77153,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77230,77153,"Dammartinois, Dammartinoises",10 196 hab.,n°983 ,1 137 hab/km²,"8,8 %",non,non,1 fleur(s),Aucune arobase,"9,0 km²",84 mètre(s),180 mètre(s),"49,0542","2,67926"
Noisiel (77186),https://www.journaldunet.com/management/ville/noisiel/ville-77337,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77186,77337,"Noisieliens, Noisieliennes",15 676 hab.,n°613 ,3 604 hab/km²,"14,6 %",non,oui,3 fleur(s),1 arobase(s),"4,4 km²",38 mètre(s),109 mètre(s),"48,8461","2,61997"
Crisenoy (77390),https://www.journaldunet.com/management/ville/crisenoy/ville-77145,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77145,"Crisenoyens, Crisenoyennes",640 hab.,n°13 932 ,50 hab/km²,"5,8 %",non,non,Aucune fleur,Aucune arobase,"12,9 km²",85 mètre(s),98 mètre(s),"48,6033","2,7447"
Montigny-le-Guesdier (77480),https://www.journaldunet.com/management/ville/montigny-le-guesdier/ville-77310,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77480,77310,"Espagnols, Espagnoles",303 hab.,n°21 786 ,38 hab/km²,"11,7 %",non,non,Aucune fleur,Aucune arobase,"7,9 km²",64 mètre(s),136 mètre(s),"48,3812","3,24951"
Blandy (77115),https://www.journaldunet.com/management/ville/blandy/ville-77034,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77115,77034,"Blandynois, Blandynoises",741 hab.,n°12 462 ,53 hab/km²,"6,0 %",non,non,Aucune fleur,Aucune arobase,"14,0 km²",59 mètre(s),104 mètre(s),"48,5602","2,79501"
Les Écrennes (77820),https://www.journaldunet.com/management/ville/les-ecrennes/ville-77165,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77820,77165,"Ecrennois, Ecrennoises",606 hab.,n°14 498 ,33 hab/km²,"10,2 %",non,non,Aucune fleur,Aucune arobase,"18,5 km²",96 mètre(s),130 mètre(s),"48,4957","2,87553"
Oissery (77178),https://www.journaldunet.com/management/ville/oissery/ville-77344,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77178,77344,"Ostéraciens, Ostéraciennes",2 354 hab.,n°4 609 ,155 hab/km²,"7,3 %",non,non,Aucune fleur,Aucune arobase,"15,2 km²",81 mètre(s),122 mètre(s),"49,0705","2,81767"
Chauffry (77169),https://www.journaldunet.com/management/ville/chauffry/ville-77106,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Coulommiers,77169,77106,"Caufériens, Caufériennes",1 023 hab.,n°9 742 ,198 hab/km²,"8,2 %",non,non,Aucune fleur,Aucune arobase,"5,2 km²",75 mètre(s),155 mètre(s),"48,8219","3,181"
Villemaréchal (77710),https://www.journaldunet.com/management/ville/villemarechal/ville-77504,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77710,77504,"Villemarchais, Villemarchaises",1 105 hab.,n°9 113 ,78 hab/km²,"6,5 %",non,non,Aucune fleur,Aucune arobase,"14,2 km²",82 mètre(s),148 mètre(s),"48,2717","2,86855"
Courtacon (77560),https://www.journaldunet.com/management/ville/courtacon/ville-77137,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77137,"Courtaconnais, Courtaconnaises",235 hab.,n°24 468 ,20 hab/km²,"11,2 %",non,non,Aucune fleur,Aucune arobase,"11,9 km²",132 mètre(s),184 mètre(s),"48,7031","3,2907"
Jouarre (77640),https://www.journaldunet.com/management/ville/jouarre/ville-77238,Île-de-France,Seine-et-Marne,Communauté de communes du Pays Fertois,77640,77238,"Jotranciens, Jotranciennes",4 350 hab.,n°2 532 ,103 hab/km²,"13,1 %",non,non,1 fleur(s),Aucune arobase,"42,2 km²",51 mètre(s),183 mètre(s),"48,9025","3,11281"
Courchamp (77560),https://www.journaldunet.com/management/ville/courchamp/ville-77134,Île-de-France,Seine-et-Marne,Communauté de communes du Provinois,77560,77134,"Courchampois, Courchampoises",147 hab.,n°28 802 ,12 hab/km²,"8,3 %",non,non,Aucune fleur,Aucune arobase,"12,4 km²",151 mètre(s),176 mètre(s),"48,6425","3,28983"
Villeroy (77410),https://www.journaldunet.com/management/ville/villeroy/ville-77515,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77410,77515,nc,713 hab.,n°12 828 ,125 hab/km²,"6,0 %",non,non,Aucune fleur,Aucune arobase,"5,7 km²",81 mètre(s),130 mètre(s),"48,9825","2,78307"
Le Mesnil-Amelot (77990),https://www.journaldunet.com/management/ville/le-mesnil-amelot/ville-77291,Île-de-France,Seine-et-Marne,Communauté d'agglomération Roissy Pays de France,77990,77291,"Mesnilois, Mesniloises",1 043 hab.,n°9 582 ,106 hab/km²,"13,0 %",non,non,2 fleur(s),Aucune arobase,"9,8 km²",87 mètre(s),121 mètre(s),"49,0161","2,59607"
Flagy (77940),https://www.journaldunet.com/management/ville/flagy/ville-77184,Île-de-France,Seine-et-Marne,Communauté de communes Moret Seine et Loing,77940,77184,nc,635 hab.,n°14 034 ,88 hab/km²,"9,4 %",non,non,2 fleur(s),Aucune arobase,"7,2 km²",69 mètre(s),151 mètre(s),"48,3096","2,91701"
Le Châtelet-en-Brie (77820),https://www.journaldunet.com/management/ville/le-chatelet-en-brie/ville-77100,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77820,77100,"Châtelains, Châtelaines",4 396 hab.,n°2 502 ,194 hab/km²,"6,9 %",non,non,3 fleur(s),Aucune arobase,"22,7 km²",57 mètre(s),113 mètre(s),"48,5016","2,80339"
Verdelot (77510),https://www.journaldunet.com/management/ville/verdelot/ville-77492,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77510,77492,"Verdelotais, Verdelotaises",674 hab.,n°13 376 ,26 hab/km²,"13,9 %",non,non,Aucune fleur,Aucune arobase,"25,6 km²",91 mètre(s),216 mètre(s),"48,8785","3,36521"
Savigny-le-Temple (77176),https://www.journaldunet.com/management/ville/savigny-le-temple/ville-77445,Île-de-France,Seine-et-Marne,Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart,77176,77445,"Savigniens, Savigniennes",29 792 hab.,n°281 ,2 489 hab/km²,"13,7 %",non,non,1 fleur(s),2 arobase(s),"12,0 km²",58 mètre(s),91 mètre(s),"48,5885","2,57374"
Hermé (77114),https://www.journaldunet.com/management/ville/herme/ville-77227,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77114,77227,"Hermillons, Hermillonnes",633 hab.,n°14 072 ,40 hab/km²,"12,7 %",non,non,Aucune fleur,Aucune arobase,"15,9 km²",56 mètre(s),160 mètre(s),"48,4861","3,34599"
Guignes (77390),https://www.journaldunet.com/management/ville/guignes/ville-77222,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77390,77222,"Guignois, Guignoises",4 253 hab.,n°2 583 ,749 hab/km²,"8,6 %",non,non,Aucune fleur,Aucune arobase,"5,7 km²",73 mètre(s),107 mètre(s),"48,6358","2,80042"
Voinsles (77540),https://www.journaldunet.com/management/ville/voinsles/ville-77527,Île-de-France,Seine-et-Marne,Communauté de communes Val Briard,77540,77527,"Vincelais, Vincelaises",586 hab.,n°14 895 ,21 hab/km²,"5,7 %",non,non,Aucune fleur,Aucune arobase,"28,4 km²",86 mètre(s),133 mètre(s),"48,6812","3,01742"
Amponville (77760),https://www.journaldunet.com/management/ville/amponville/ville-77003,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Nemours,77760,77003,"Amponvillois, Amponvilloises",344 hab.,n°20 360 ,28 hab/km²,"5,3 %",non,non,Aucune fleur,Aucune arobase,"12,3 km²",103 mètre(s),122 mètre(s),"48,2874","2,53069"
Marchémoret (77230),https://www.journaldunet.com/management/ville/marchemoret/ville-77273,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77230,77273,"Marchois, Marchoises",568 hab.,n°15 183 ,81 hab/km²,"7,8 %",non,non,Aucune fleur,Aucune arobase,"7,0 km²",98 mètre(s),152 mètre(s),"49,0529","2,75169"
Gravon (77118),https://www.journaldunet.com/management/ville/gravon/ville-77212,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77118,77212,"Gravonais, Gravonaises",164 hab.,n°27 900 ,22 hab/km²,"16,7 %",non,non,Aucune fleur,Aucune arobase,"7,6 km²",51 mètre(s),121 mètre(s),"48,3883","3,12493"
Charmentray (77410),https://www.journaldunet.com/management/ville/charmentray/ville-77094,Île-de-France,Seine-et-Marne,Communauté de communes Plaines et Monts de France,77410,77094,"Carmentraciens, Carmentraciennes",293 hab.,n°22 134 ,63 hab/km²,"6,7 %",non,non,Aucune fleur,Aucune arobase,"4,7 km²",40 mètre(s),95 mètre(s),"48,9509","2,77901"
Leudon-en-Brie (77320),https://www.journaldunet.com/management/ville/leudon-en-brie/ville-77250,Île-de-France,Seine-et-Marne,Communauté de communes des Deux Morin,77320,77250,"Leudonais, Leudonaises",163 hab.,n°27 968 ,38 hab/km²,"7,0 %",non,non,Aucune fleur,Aucune arobase,"4,2 km²",155 mètre(s),173 mètre(s),"48,7304","3,26809"
Paroy (77520),https://www.journaldunet.com/management/ville/paroy/ville-77355,Île-de-France,Seine-et-Marne,Communauté de communes Bassée-Montois,77520,77355,nc,163 hab.,n°27 979 ,38 hab/km²,"10,5 %",non,non,Aucune fleur,Aucune arobase,"4,3 km²",57 mètre(s),152 mètre(s),"48,4813","3,20165"
Solers (77111),https://www.journaldunet.com/management/ville/solers/ville-77457,Île-de-France,Seine-et-Marne,Communauté de communes Brie des Rivières et Châteaux,77111,77457,"Solersois, Solersoises",1 186 hab.,n°8 553 ,189 hab/km²,"6,4 %",non,non,Aucune fleur,Aucune arobase,"6,3 km²",62 mètre(s),102 mètre(s),"48,6594","2,7267"
Lissy (77550),https://www.journaldunet.com/management/ville/lissy/ville-77253,Île-de-France,Seine-et-Marne,Communauté d'agglomération Melun Val de Seine,77550,77253,nc,259 hab.,n°23 418 ,38 hab/km²,"4,4 %",non,non,Aucune fleur,Aucune arobase,"6,9 km²",87 mètre(s),97 mètre(s),"48,6181","2,70151"
Torcy (77200),https://www.journaldunet.com/management/ville/torcy/ville-77468,Île-de-France,Seine-et-Marne,Communauté d'agglomération Paris - Vallée de la Marne,77200,77468,nc,22 361 hab.,n°400 ,3 727 hab/km²,"12,6 %",oui,non,2 fleur(s),Aucune arobase,"6,0 km²",37 mètre(s),106 mètre(s),"48,8533","2,65123"
Forfry (77165),https://www.journaldunet.com/management/ville/forfry/ville-77193,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77165,77193,"Forfrysiens, Forfrysiennes",226 hab.,n°24 887 ,39 hab/km²,"8,1 %",non,non,Aucune fleur,Aucune arobase,"5,8 km²",75 mètre(s),111 mètre(s),"49,0536","2,84961"
Laval-en-Brie (77148),https://www.journaldunet.com/management/ville/laval-en-brie/ville-77245,Île-de-France,Seine-et-Marne,Communauté de communes Pays de Montereau,77148,77245,"Valvirois, Valviroises",429 hab.,n°18 094 ,21 hab/km²,"7,0 %",non,non,Aucune fleur,Aucune arobase,"20,3 km²",84 mètre(s),134 mètre(s),"48,4553","2,97558"
Verneuil-l'Étang (77390),https://www.journaldunet.com/management/ville/verneuil-l-etang/ville-77493,Île-de-France,Seine-et-Marne,Communauté de communes Brie Nangissienne,77390,77493,"Verneuillais, Verneuillaises",3 223 hab.,n°3 422 ,413 hab/km²,"10,7 %",non,non,Aucune fleur,Aucune arobase,"7,8 km²",77 mètre(s),119 mètre(s),"48,6371","2,83232"
Villenoy (77124),https://www.journaldunet.com/management/ville/villenoy/ville-77513,Île-de-France,Seine-et-Marne,Communauté d'agglomération du Pays de Meaux,77124,77513,"Villenoisiens, Villenoisiennes",4 941 hab.,n°2 220 ,670 hab/km²,"10,1 %",non,non,Aucune fleur,Aucune arobase,"7,4 km²",42 mètre(s),85 mètre(s),"48,9414","2,8515"
